Tiempo_s,RPM,PWM
4.425,100,75
4.447,100,75
4.468,100,75
4.49,100,75
4.511,100,75
4.532,87.5,80
4.553,100,72
4.575,100,75
4.596,100,75
4.618,100,75
4.639,100,75
4.66,100,75
4.681,100,75
4.703,100,75
4.724,100,75
4.746,100,75
4.767,100,75
4.788,100,75
4.809,100,75
4.831,100,75
4.852,100,75
4.874,100,75
4.895,100,75
4.916,100,75
4.937,100,75
4.959,100,75
4.98,100,75
5.002,100,75
5.023,100,75
5.044,87.5,80
5.065,100,72
5.087,100,75
5.108,87.5,80
5.13,100,72
5.151,100,75
5.172,100,75
5.193,100,75
5.215,100,75
5.236,100,75
5.258,100,75
5.279,112.5,71
5.3,100,78
5.321,100,75
5.343,100,75
5.364,100,75
5.386,100,75
5.407,100,75
5.428,87.5,80
5.449,100,72
5.471,100,75
5.492,100,75
5.514,112.5,71
5.535,100,78
5.556,100,75
5.577,100,75
5.599,100,75
5.62,100,75
5.642,100,75
5.663,100,75
5.684,100,75
5.705,112.5,71
5.727,100,78
5.748,87.5,80
5.77,100,72
5.791,100,75
5.812,100,75
5.833,100,75
5.855,100,75
5.876,100,75
5.898,100,75
5.919,100,75
5.94,100,75
5.961,100,75
5.983,100,75
6.004,100,75
6.026,100,75
6.047,100,75
6.068,87.5,80
6.089,100,72
6.111,100,75
6.132,100,75
6.154,100,75
6.175,100,75
6.196,100,75
6.217,112.5,71
6.239,100,78
6.26,100,75
6.282,100,75
6.303,100,75
6.324,100,75
6.345,100,75
6.367,100,75
6.388,100,75
6.41,100,75
6.431,112.5,71
6.452,100,78
6.473,100,75
6.495,100,75
6.516,100,75
6.538,100,75
6.559,100,75
6.58,100,75
6.601,100,75
6.623,100,75
6.644,100,75
6.666,100,75
6.687,100,75
6.708,100,75
6.729,100,75
6.751,100,75
6.772,100,75
6.794,112.5,71
6.815,100,78
6.836,87.5,80
6.857,112.5,68
6.879,100,78
6.9,87.5,80
6.922,100,72
6.943,100,75
6.964,100,75
6.985,100,75
7.007,100,75
7.028,100,75
7.05,100,75
7.071,100,75
7.092,100,75
7.113,100,75
7.135,87.5,80
7.156,100,72
7.178,100,75
7.199,100,75
7.22,87.5,80
7.241,100,72
7.263,100,75
7.284,100,75
7.306,112.5,71
7.327,100,78
7.348,87.5,80
7.369,100,72
7.391,100,75
7.412,100,75
7.434,112.5,71
7.455,100,78
7.476,87.5,80
7.497,100,72
7.519,112.5,71
7.54,100,78
7.562,87.5,80
7.583,87.5,77
7.604,87.5,77
7.625,87.5,77
7.647,87.5,77
7.668,75,82
7.69,75,79
7.711,75,79
7.732,62.5,84
7.753,62.5,81
7.775,62.5,82
7.796,62.5,82
7.818,62.5,82
7.839,62.5,83
7.86,62.5,83
7.881,62.5,83
7.903,62.5,84
7.924,62.5,84
7.946,62.5,85
7.967,62.5,85
7.988,50,90
8.009,62.5,83
8.031,50,91
8.052,50,88
8.074,37.5,93
8.095,37.5,91
8.116,37.5,91
8.137,37.5,92
8.159,37.5,92
8.18,37.5,93
8.202,25,98
8.223,37.5,91
8.244,37.5,95
8.265,25,100
8.287,25,98
8.308,25,99
8.33,37.5,95
8.351,37.5,99
8.372,37.5,99
8.393,50,95
8.415,50,99
8.436,50,99
8.458,62.5,95
8.479,50,103
8.5,50,101
8.521,62.5,97
8.543,75,96
8.564,75,99
8.586,62.5,104
8.607,75,97
8.628,75,100
8.649,75,100
8.671,75,101
8.692,75,101
8.714,62.5,106
8.735,75,98
8.756,50,111
8.777,62.5,100
8.799,62.5,104
8.82,62.5,104
8.842,62.5,105
8.863,62.5,105
8.884,62.5,105
8.905,75,101
8.927,62.5,109
8.948,75,102
8.97,75,105
8.991,75,106
9.012,75,106
9.033,75,106
9.055,87.5,102
9.076,75,110
9.098,87.5,102
9.119,87.5,105
9.14,75,110
9.161,87.5,103
9.183,75,110
9.204,75,108
9.226,75,108
9.247,75,108
9.268,62.5,113
9.289,62.5,110
9.311,62.5,110
9.332,75,106
9.354,75,110
9.375,87.5,105
9.396,75,113
9.417,87.5,106
9.439,75,114
9.46,87.5,106
9.482,87.5,109
9.503,87.5,110
9.524,87.5,110
9.545,87.5,110
9.567,87.5,110
9.588,75,115
9.61,75,112
9.631,87.5,107
9.652,75,115
9.673,75,112
9.695,75,113
9.716,75,113
9.738,75,113
9.759,75,113
9.78,75,114
9.801,87.5,109
9.823,100,108
9.844,87.5,116
9.866,87.5,113
9.887,87.5,113
9.908,87.5,113
9.929,100,109
9.951,87.5,116
9.972,87.5,113
9.994,87.5,113
10.015,75,118
10.036,75,115
10.057,87.5,111
10.079,75,119
10.1,87.5,111
10.122,100,110
10.143,87.5,118
10.164,87.5,115
10.185,100,110
10.207,100,113
10.228,100,113
10.25,87.5,118
10.271,87.5,115
10.292,87.5,115
10.313,87.5,115
10.335,87.5,115
10.356,87.5,115
10.378,87.5,115
10.399,87.5,116
10.42,87.5,116
10.441,87.5,116
10.463,87.5,116
10.484,87.5,116
10.506,100,112
10.527,112.5,110
10.548,100,118
10.569,100,115
10.591,100,115
10.612,100,115
10.634,87.5,119
10.655,100,112
10.676,87.5,119
10.697,87.5,116
10.719,87.5,116
10.74,100,112
10.762,87.5,120
10.783,87.5,117
10.804,87.5,117
10.825,100,112
10.847,100,116
10.868,112.5,111
10.89,100,119
10.911,87.5,120
10.932,87.5,117
10.953,87.5,117
10.975,87.5,117
10.996,87.5,117
11.018,87.5,117
11.039,87.5,118
11.06,100,113
11.081,100,116
11.103,100,116
11.124,100,116
11.146,100,116
11.167,100,116
11.188,100,116
11.209,100,116
11.231,100,116
11.252,100,116
11.274,100,116
11.295,87.5,121
11.316,87.5,118
11.337,100,113
11.359,100,117
11.38,87.5,121
11.402,100,114
11.423,100,117
11.444,100,117
11.465,112.5,112
11.487,112.5,115
11.508,100,120
11.53,100,116
11.551,112.5,112
11.572,87.5,124
11.593,100,113
11.615,100,116
11.636,100,116
11.658,100,116
11.679,100,116
11.7,87.5,121
11.721,87.5,118
11.743,100,114
11.764,100,117
11.786,100,117
11.807,100,117
11.828,100,117
11.849,100,117
11.871,100,117
11.892,100,117
11.914,100,117
11.935,100,117
11.956,87.5,121
11.977,87.5,118
11.999,100,114
12.02,100,117
12.042,100,117
12.063,100,117
12.084,100,117
12.105,100,117
12.127,100,117
12.148,100,117
12.17,100,117
12.191,100,117
12.212,87.5,121
12.233,87.5,118
12.255,87.5,119
12.276,87.5,119
12.298,87.5,119
12.319,87.5,119
12.34,87.5,119
12.361,100,115
12.383,100,118
12.404,112.5,113
12.426,112.5,116
12.447,112.5,116
12.468,100,121
12.489,100,117
12.511,100,117
12.532,100,117
12.554,100,117
12.575,100,117
12.596,87.5,122
12.617,87.5,119
12.639,100,115
12.66,100,118
12.682,87.5,122
12.703,100,115
12.724,100,118
12.745,112.5,113
12.767,100,121
12.788,100,118
12.81,100,118
12.831,87.5,122
12.852,87.5,119
12.873,100,115
12.895,100,118
12.916,100,118
12.938,100,118
12.959,100,118
12.98,100,118
13.001,100,118
13.023,100,118
13.044,100,118
13.066,112.5,113
13.087,112.5,116
13.108,112.5,116
13.129,125,112
13.151,112.5,119
13.172,125,111
13.194,125,114
13.215,137.5,109
13.236,125,117
13.257,137.5,109
13.279,150,107
13.3,150,110
13.322,137.5,114
13.343,150,106
13.364,137.5,113
13.385,150,105
13.407,137.5,112
13.428,150,104
13.45,150,107
13.471,150,106
13.492,137.5,110
13.513,150,102
13.535,137.5,109
13.556,150,101
13.578,150,104
13.599,137.5,108
13.62,137.5,104
13.641,137.5,104
13.663,150,99
13.684,150,102
13.706,137.5,106
13.727,137.5,102
13.748,137.5,102
13.769,150,97
13.791,150,100
13.812,137.5,104
13.834,137.5,100
13.855,137.5,100
13.876,125,104
13.897,137.5,96
13.919,137.5,99
13.94,137.5,98
13.962,137.5,98
13.983,137.5,98
14.004,137.5,97
14.025,137.5,97
14.047,137.5,96
14.068,137.5,96
14.09,125,100
14.111,137.5,92
14.132,125,100
14.153,137.5,92
14.175,125,99
14.196,125,96
14.218,137.5,91
14.239,137.5,94
14.26,112.5,102
14.281,137.5,87
14.303,137.5,93
14.324,137.5,92
14.346,137.5,92
14.367,137.5,92
14.388,125,96
14.409,125,92
14.431,125,92
14.452,125,92
14.474,125,92
14.495,125,91
14.516,112.5,96
14.537,125,88
14.559,125,91
14.58,125,90
14.602,125,90
14.623,125,90
14.644,112.5,94
14.665,125,86
14.687,112.5,94
14.708,125,86
14.73,125,89
14.751,125,89
14.772,112.5,93
14.793,112.5,90
14.815,125,85
14.836,125,88
14.858,112.5,92
14.879,125,84
14.9,112.5,92
14.921,125,84
14.943,125,87
14.964,125,87
14.986,112.5,91
15.007,112.5,88
15.028,112.5,88
15.049,125,83
15.071,112.5,90
15.092,112.5,87
15.114,112.5,87
15.135,125,82
15.156,112.5,90
15.177,112.5,86
15.199,112.5,86
15.22,112.5,86
15.242,112.5,86
15.263,112.5,86
15.284,112.5,86
15.305,112.5,86
15.327,112.5,86
15.348,112.5,85
15.37,125,81
15.391,112.5,88
15.412,112.5,85
15.433,112.5,85
15.455,112.5,85
15.476,125,80
15.498,112.5,87
15.519,112.5,84
15.54,100,89
15.561,112.5,81
15.583,112.5,84
15.604,112.5,84
15.626,112.5,84
15.647,112.5,84
15.668,100,88
15.689,112.5,80
15.711,112.5,83
15.732,112.5,83
15.754,100,88
15.775,112.5,80
15.796,112.5,83
15.817,112.5,83
15.839,112.5,83
15.86,100,87
15.882,112.5,79
15.903,112.5,82
15.924,100,87
15.945,112.5,79
15.967,112.5,82
15.988,112.5,82
16.01,112.5,82
16.031,112.5,82
16.052,100,86
16.073,112.5,79
16.095,100,86
16.116,112.5,78
16.138,112.5,81
16.159,112.5,81
16.18,100,86
16.201,100,83
16.223,100,83
16.244,112.5,78
16.266,112.5,81
16.287,100,85
16.308,100,82
16.329,100,82
16.351,100,82
16.372,112.5,78
16.394,112.5,81
16.415,112.5,81
16.436,112.5,81
16.457,112.5,80
16.479,112.5,80
16.5,112.5,80
16.522,112.5,80
16.543,100,84
16.564,100,81
16.585,112.5,77
16.607,112.5,80
16.628,112.5,80
16.65,100,84
16.671,100,81
16.692,112.5,76
16.713,112.5,79
16.735,100,84
16.756,100,81
16.778,100,81
16.799,112.5,76
16.82,100,84
16.841,100,81
16.863,112.5,76
16.884,100,84
16.906,100,80
16.927,100,80
16.948,112.5,76
16.969,112.5,79
16.991,100,83
17.012,100,80
17.034,100,80
17.055,100,80
17.076,87.5,85
17.097,112.5,73
17.119,112.5,79
17.14,100,83
17.162,100,80
17.183,100,80
17.204,100,80
17.225,112.5,76
17.247,100,83
17.268,100,80
17.29,100,80
17.311,100,80
17.332,100,80
17.353,112.5,75
17.375,112.5,78
17.396,100,83
17.418,100,80
17.439,112.5,75
17.46,100,83
17.481,100,80
17.503,100,80
17.524,112.5,75
17.546,112.5,78
17.567,100,82
17.588,100,79
17.609,112.5,75
17.631,100,82
17.652,100,79
17.674,112.5,75
17.695,112.5,78
17.716,100,82
17.737,112.5,74
17.759,100,82
17.78,100,79
17.802,112.5,74
17.823,100,82
17.844,100,79
17.865,100,79
17.887,100,79
17.908,100,79
17.93,112.5,74
17.951,100,82
17.972,100,79
17.993,100,79
18.015,100,79
18.036,112.5,74
18.058,100,82
18.079,100,78
18.1,87.5,83
18.121,100,75
18.143,100,79
18.164,112.5,74
18.186,100,82
18.207,100,78
18.228,87.5,83
18.249,100,75
18.271,112.5,74
18.292,100,82
18.314,100,78
18.335,100,78
18.356,100,78
18.377,112.5,74
18.399,100,81
18.42,100,78
18.442,100,78
18.463,100,78
18.484,87.5,83
18.505,100,75
18.527,112.5,74
18.548,100,81
18.57,100,78
18.591,100,78
18.612,100,78
18.633,100,78
18.655,100,78
18.676,112.5,74
18.698,100,81
18.719,100,78
18.74,100,78
18.761,100,78
18.783,100,78
18.804,100,78
18.826,100,78
18.847,100,78
18.868,100,78
18.889,100,78
18.911,100,78
18.932,100,78
18.954,112.5,74
18.975,100,81
18.996,87.5,83
19.017,100,75
19.039,112.5,74
19.06,100,81
19.082,100,78
19.103,100,78
19.124,100,78
19.145,100,78
19.167,100,78
19.188,100,78
19.21,100,78
19.231,112.5,74
19.252,100,81
19.273,100,78
19.295,100,78
19.316,100,78
19.338,100,78
19.359,100,78
19.38,100,78
19.401,100,78
19.423,100,78
19.444,100,78
19.466,112.5,73
19.487,100,81
19.508,87.5,82
19.529,100,75
19.551,112.5,73
19.572,100,81
19.594,100,78
19.615,100,78
19.636,100,78
19.657,100,78
19.679,112.5,73
19.7,100,81
19.722,100,78
19.743,100,78
19.764,100,78
19.785,100,78
19.807,100,78
19.828,100,78
19.85,100,78
19.871,100,78
19.892,100,78
19.913,100,78
19.935,100,78
19.956,100,78
19.978,100,78
19.999,100,78
20.02,100,78
20.041,112.5,73
20.063,100,81
20.084,100,78
20.106,100,78
20.127,100,78
20.148,100,78
20.169,87.5,82
20.191,100,75
20.212,100,78
20.234,100,78
20.255,100,78
20.276,87.5,82
20.297,100,75
20.319,87.5,82
20.34,100,75
20.362,100,78
20.383,100,78
20.404,100,78
20.425,100,78
20.447,100,78
20.468,100,78
20.49,100,78
20.511,100,78
20.532,100,78
20.553,100,78
20.575,100,78
20.596,100,78
20.618,100,78
20.639,100,78
20.66,100,78
20.681,100,78
20.703,100,78
20.724,100,78
20.746,100,78
20.767,87.5,82
20.788,100,75
20.809,112.5,74
20.831,100,81
20.852,100,78
20.874,100,78
20.895,100,78
20.916,87.5,82
20.937,100,75
20.959,112.5,74
20.98,100,81
21.002,100,78
21.023,100,78
21.044,100,78
21.065,100,78
21.087,100,78
21.108,100,78
21.13,100,78
21.151,100,78
21.172,100,78
21.193,112.5,73
21.215,100,81
21.236,100,78
21.258,100,78
21.279,100,78
21.3,100,78
21.321,112.5,73
21.343,100,81
21.364,100,78
21.386,100,78
21.407,100,78
21.428,100,78
21.449,112.5,73
21.471,100,81
21.492,100,78
21.514,100,78
21.535,100,78
21.556,100,78
21.577,100,78
21.599,100,78
21.62,100,78
21.642,100,78
21.663,100,78
21.684,100,78
21.705,100,78
21.727,100,78
21.748,100,78
21.77,100,78
21.791,100,78
21.812,87.5,82
21.833,100,75
21.855,100,78
21.876,100,78
21.898,100,78
21.919,100,78
21.94,100,78
21.961,100,78
21.983,100,78
22.004,100,78
22.026,100,78
22.047,100,78
22.068,87.5,82
22.089,100,75
22.111,112.5,73
22.132,100,81
22.154,100,78
22.175,100,78
22.196,100,78
22.217,100,78
22.239,100,78
22.26,100,78
22.282,100,78
22.303,100,78
22.324,100,78
22.345,100,78
22.367,100,78
22.388,100,78
22.41,100,78
22.431,100,78
22.452,100,78
22.473,100,78
22.495,100,78
22.516,100,78
22.538,100,78
22.559,100,78
22.58,87.5,82
22.601,100,75
22.623,100,78
22.644,112.5,73
22.666,100,81
22.687,100,78
22.708,100,78
22.729,100,78
22.751,100,78
22.772,100,78
22.794,100,78
22.815,100,78
22.836,100,78
22.857,100,78
22.879,100,78
22.9,100,78
22.922,100,78
22.943,100,78
22.964,87.5,82
22.985,100,75
23.007,100,78
23.028,100,78
23.05,100,78
23.071,100,78
23.092,87.5,82
23.113,100,75
23.135,100,78
23.156,100,78
23.178,100,78
23.199,100,78
23.22,87.5,82
23.241,100,75
23.263,100,78
23.284,100,78
23.306,100,78
23.327,100,78
23.348,87.5,83
23.369,87.5,80
23.391,87.5,80
23.412,87.5,80
23.434,87.5,80
23.455,75,85
23.476,62.5,86
23.497,75,79
23.519,75,82
23.54,75,83
23.562,62.5,87
23.583,62.5,85
23.604,62.5,85
23.625,62.5,85
23.647,62.5,86
23.668,62.5,86
23.69,50,91
23.711,50,88
23.732,50,89
23.753,37.5,94
23.775,50,87
23.796,37.5,95
23.818,37.5,92
23.839,37.5,93
23.86,37.5,94
23.881,37.5,94
23.903,37.5,95
23.924,37.5,96
23.946,37.5,96
23.967,37.5,97
23.988,37.5,97
24.009,37.5,98
24.031,37.5,99
24.052,50,95
24.074,50,98
24.095,62.5,94
24.116,50,102
24.137,62.5,95
24.159,62.5,99
24.18,62.5,99
24.202,75,95
24.223,75,98
24.244,62.5,103
24.265,75,96
24.287,75,99
24.308,75,100
24.33,62.5,104
24.351,62.5,102
24.372,50,106
24.393,50,104
24.415,62.5,100
24.436,50,108
24.458,50,105
24.479,62.5,101
24.5,62.5,105
24.521,62.5,105
24.543,50,110
24.564,62.5,103
24.586,62.5,106
24.607,62.5,107
24.628,62.5,107
24.649,75,103
24.671,75,106
24.692,75,107
24.714,75,107
24.735,87.5,103
24.756,75,110
24.777,75,107
24.799,75,108
24.82,75,108
24.842,62.5,113
24.863,75,105
24.884,62.5,113
24.905,75,106
24.927,62.5,114
24.948,75,107
24.97,62.5,115
24.991,62.5,112
25.012,62.5,112
25.033,75,108
25.055,87.5,107
25.076,87.5,110
25.098,87.5,110
